Index,Cycle,Step,StepSeq,Mode,TestTime_s,StepTime_s,Voltage_V,Current_mA,Capacity_mAh,Energy_mWh,DateTime
620,6,2,12,CC_DChg,36184.4,1020,1.41406,-0.03999,0.0112571,0.017109,2026-07-16 14:23:51.410
621,6,2,12,CC_DChg,36244.4,1080,1.40957,-0.03968,0.0119194,0.0180441,2026-07-16 14:24:51.410
622,6,2,12,CC_DChg,36304.4,1140,1.40492,-0.03968,0.0125814,0.0189757,2026-07-16 14:25:51.410
623,6,2,12,CC_DChg,36364.4,1200,1.40074,-0.03968,0.0132436,0.0199048,2026-07-16 14:26:51.410
624,6,2,12,CC_DChg,36424.4,1260,1.39671,-0.03999,0.0139056,0.0208307,2026-07-16 14:27:51.410
625,6,2,12,CC_DChg,36484.4,1320,1.39252,-0.03968,0.0145679,0.0217545,2026-07-16 14:28:51.410
626,6,2,12,CC_DChg,36544.4,1380,1.38787,-0.03968,0.0152304,0.0226756,2026-07-16 14:29:51.410
627,6,2,12,CC_DChg,36604.4,1440,1.38306,-0.03968,0.015893,0.0235937,2026-07-16 14:30:51.410
628,6,2,12,CC_DChg,36664.4,1500,1.37795,-0.03968,0.0165554,0.0245083,2026-07-16 14:31:51.410
629,6,2,12,CC_DChg,36724.4,1560,1.37206,-0.03999,0.0172176,0.0254189,2026-07-16 14:32:51.410
630,6,2,12,CC_DChg,36784.4,1620,1.36509,-0.03968,0.0178801,0.0263257,2026-07-16 14:33:51.410
631,6,2,12,CC_DChg,36844.4,1680,1.35702,-0.03968,0.0185423,0.027227,2026-07-16 14:34:51.410
632,6,2,12,CC_DChg,36904.4,1740,1.3471,-0.03968,0.0192053,0.0281235,2026-07-16 14:35:51.410
633,6,2,12,CC_DChg,36964.4,1800,1.33502,-0.03999,0.0198677,0.029012,2026-07-16 14:36:51.410
634,6,2,12,CC_DChg,37024.4,1860,1.32075,-0.03968,0.02053,0.0298918,2026-07-16 14:37:51.410
635,6,2,12,CC_DChg,37084.4,1920,1.30386,-0.03968,0.0211927,0.0307618,2026-07-16 14:38:51.410
636,6,2,12,CC_DChg,37144.4,1980,1.28573,-0.03968,0.0218552,0.0316198,2026-07-16 14:39:51.410
637,6,2,12,CC_DChg,37204.4,2040,1.27333,-0.03968,0.0225178,0.032467,2026-07-16 14:40:51.410
638,6,2,12,CC_DChg,37264.4,2100,1.27333,-0.03968,0.0231801,0.0333098,2026-07-16 14:41:51.410
639,6,2,12,CC_DChg,37324.4,2160,1.27704,-0.03999,0.0238425,0.0341547,2026-07-16 14:42:51.410
640,6,2,12,CC_DChg,37384.4,2220,1.27782,-0.03968,0.0245049,0.0350011,2026-07-16 14:43:51.410
641,6,2,12,CC_DChg,37444.4,2280,1.27519,-0.03999,0.0251679,0.0358476,2026-07-16 14:44:51.410
642,6,2,12,CC_DChg,37504.4,2340,1.26961,-0.03968,0.0258302,0.0366906,2026-07-16 14:45:51.410
643,6,2,12,CC_DChg,37564.4,2400,1.26046,-0.03968,0.026493,0.0375293,2026-07-16 14:46:51.410
644,6,2,12,CC_DChg,37624.4,2460,1.24837,-0.03968,0.0271557,0.0383608,2026-07-16 14:47:51.410
645,6,2,12,CC_DChg,37684.4,2520,1.23194,-0.03968,0.0278183,0.0391827,2026-07-16 14:48:51.410
646,6,2,12,CC_DChg,37744.4,2580,1.21148,-0.03968,0.0284804,0.0399919,2026-07-16 14:49:51.410
647,6,2,12,CC_DChg,37804.4,2640,1.18467,-0.03968,0.0291428,0.0407858,2026-07-16 14:50:51.410
648,6,2,12,CC_DChg,37864.4,2700,1.15335,-0.03968,0.0298054,0.0415606,2026-07-16 14:51:51.410
649,6,2,12,CC_DChg,37924.4,2760,1.12065,-0.03968,0.0304684,0.0423145,2026-07-16 14:52:51.410
650,6,2,12,CC_DChg,37984.4,2820,1.08794,-0.03999,0.0311307,0.0430459,2026-07-16 14:53:51.410
651,6,2,12,CC_DChg,38044.4,2880,1.05601,-0.03999,0.0317928,0.0437558,2026-07-16 14:54:51.410
652,6,2,12,CC_DChg,38104.4,2940,1.02455,-0.03999,0.032455,0.0444447,2026-07-16 14:55:51.410
653,6,2,12,CC_DChg,38164.4,3000,0.994015,-0.03968,0.0331178,0.0451137,2026-07-16 14:56:51.410
654,6,2,12,CC_DChg,38224.4,3060,0.964875,-0.03968,0.0337803,0.0457625,2026-07-16 14:57:51.410
655,6,2,12,CC_DChg,38284.4,3120,0.93651,-0.03968,0.0344427,0.0463921,2026-07-16 14:58:51.410
656,6,2,12,CC_DChg,38344.4,3180,0.90985,-0.03968,0.0351052,0.0470037,2026-07-16 14:59:51.410
657,6,2,12,CC_DChg,38404.4,3240,0.88381,-0.03968,0.0357678,0.0475979,2026-07-16 15:00:51.410
658,6,2,12,CC_DChg,38464.4,3300,0.8587,-0.03968,0.0364301,0.0481751,2026-07-16 15:01:51.410
659,6,2,12,CC_DChg,38524.4,3360,0.834055,-0.03968,0.0370925,0.0487357,2026-07-16 15:02:51.410
660,6,2,12,CC_DChg,38584.4,3420,0.810495,-0.03968,0.0377546,0.0492801,2026-07-16 15:03:51.410
661,6,2,12,CC_DChg,38612.4,3447.95,0.7998,-0.03968,0.0380635,0.0495288,2026-07-16 15:04:19.360
662,6,3,13,CC_Chg,38612.4,0,0.83731,0.03968,0,0,2026-07-16 15:04:19.430
663,6,3,13,CC_Chg,38672.4,60,1.04144,0.03968,0.000662969,0.000629895,2026-07-16 15:05:19.430
664,6,3,13,CC_Chg,38732.4,120,1.19396,0.03968,0.00132516,0.00137052,2026-07-16 15:06:19.430
665,6,3,13,CC_Chg,38792.4,180,1.384,0.03968,0.00198733,0.00222086,2026-07-16 15:07:19.430
666,6,3,13,CC_Chg,38852.4,240,1.54706,0.03968,0.0026497,0.00319766,2026-07-16 15:08:19.430
667,6,3,13,CC_Chg,38912.4,300,1.52721,0.03968,0.0033116,0.00421298,2026-07-16 15:09:19.430
668,6,3,13,CC_Chg,38972.4,360,1.52598,0.03968,0.00397391,0.00522395,2026-07-16 15:10:19.430
669,6,3,13,CC_Chg,39032.4,420,1.52567,0.03968,0.00463589,0.00623404,2026-07-16 15:11:19.430
670,6,3,13,CC_Chg,39092.4,480,1.52598,0.03999,0.00529812,0.0072446,2026-07-16 15:12:19.430
671,6,3,13,CC_Chg,39152.4,540,1.52628,0.03999,0.00596051,0.00825559,2026-07-16 15:13:19.430
672,6,3,13,CC_Chg,39212.4,600,1.52659,0.03968,0.00662278,0.00926652,2026-07-16 15:14:19.430
673,6,3,13,CC_Chg,39272.4,660,1.52659,0.03999,0.00728464,0.010277,2026-07-16 15:15:19.430
674,6,3,13,CC_Chg,39332.4,720,1.52706,0.03968,0.00794696,0.0112884,2026-07-16 15:16:19.430
675,6,3,13,CC_Chg,39392.4,780,1.52753,0.03968,0.00860904,0.0122996,2026-07-16 15:17:19.430
676,6,3,13,CC_Chg,39452.4,840,1.52799,0.03968,0.00927126,0.0133113,2026-07-16 15:18:19.430
677,6,3,13,CC_Chg,39512.4,900,1.52845,0.03968,0.00993324,0.0143231,2026-07-16 15:19:19.430
678,6,3,13,CC_Chg,39572.4,960,1.52954,0.03968,0.0105956,0.015336,2026-07-16 15:20:19.430
679,6,3,13,CC_Chg,39632.4,1020,1.53062,0.03968,0.0112577,0.016349,2026-07-16 15:21:19.430
680,6,3,13,CC_Chg,39692.4,1080,1.53218,0.03968,0.0119199,0.0173632,2026-07-16 15:22:19.430
681,6,3,13,CC_Chg,39752.4,1140,1.53419,0.03968,0.0125816,0.0183778,2026-07-16 15:23:19.430
682,6,3,13,CC_Chg,39812.4,1200,1.53667,0.03968,0.0132436,0.0193942,2026-07-16 15:24:19.430
683,6,3,13,CC_Chg,39872.4,1260,1.53992,0.03968,0.0139055,0.0204126,2026-07-16 15:25:19.430
684,6,3,13,CC_Chg,39932.4,1320,1.54442,0.03968,0.0145673,0.0214332,2026-07-16 15:26:19.430
685,6,3,13,CC_Chg,39992.4,1380,1.54907,0.03968,0.015229,0.0224567,2026-07-16 15:27:19.430
686,6,3,13,CC_Chg,40052.4,1440,1.55403,0.03968,0.0158911,0.0234839,2026-07-16 15:28:19.430
687,6,3,13,CC_Chg,40112.4,1500,1.55946,0.03968,0.0165532,0.0245149,2026-07-16 15:29:19.430
688,6,3,13,CC_Chg,40172.4,1560,1.56411,0.03968,0.0172151,0.0255488,2026-07-16 15:30:19.430
689,6,3,13,CC_Chg,40232.4,1620,1.56814,0.03968,0.0178776,0.0265863,2026-07-16 15:31:19.430
690,6,3,13,CC_Chg,40292.4,1680,1.57108,0.03968,0.0185399,0.0276259,2026-07-16 15:32:19.430
691,6,3,13,CC_Chg,40352.4,1740,1.5734,0.03999,0.0192018,0.0286668,2026-07-16 15:33:19.430
692,6,3,13,CC_Chg,40412.4,1800,1.57557,0.03999,0.0198639,0.0297094,2026-07-16 15:34:19.430
693,6,3,13,CC_Chg,40472.4,1860,1.57759,0.03968,0.0205259,0.0307532,2026-07-16 15:35:19.430
694,6,3,13,CC_Chg,40532.4,1920,1.57976,0.03999,0.0211878,0.0317982,2026-07-16 15:36:19.430
695,6,3,13,CC_Chg,40592.4,1980,1.58177,0.03968,0.0218497,0.0328445,2026-07-16 15:37:19.430
696,6,3,13,CC_Chg,40652.4,2040,1.58379,0.03999,0.0225116,0.0338923,2026-07-16 15:38:19.430
697,6,3,13,CC_Chg,40712.4,2100,1.58611,0.03968,0.0231741,0.0349424,2026-07-16 15:39:19.430
698,6,3,13,CC_Chg,40772.4,2160,1.58828,0.03999,0.0238361,0.0359933,2026-07-16 15:40:19.430
699,6,3,13,CC_Chg,40832.4,2220,1.59108,0.03968,0.024498,0.0370456,2026-07-16 15:41:19.430
700,6,3,13,CC_Chg,40892.4,2280,1.59402,0.03999,0.0251599,0.0380997,2026-07-16 15:42:19.430
701,6,3,13,CC_Chg,40952.4,2340,1.59759,0.03968,0.0258221,0.0391565,2026-07-16 15:43:19.430
702,6,3,13,CC_Chg,41012.4,2400,1.6013,0.03968,0.0264841,0.0402153,2026-07-16 15:44:19.430
703,6,3,13,CC_Chg,41072.4,2460,1.60642,0.03968,0.0271464,0.0412775,2026-07-16 15:45:19.430
704,6,3,13,CC_Chg,41132.4,2520,1.61309,0.03968,0.0278084,0.0423431,2026-07-16 15:46:19.430
705,6,3,13,CC_Chg,41192.4,2580,1.62285,0.03968,0.0284707,0.0434147,2026-07-16 15:47:19.430
706,6,3,13,CC_Chg,41252.4,2640,1.63401,0.03999,0.0291325,0.0444925,2026-07-16 15:48:19.430
707,6,3,13,CC_Chg,41312.4,2700,1.64548,0.03968,0.0297946,0.0455782,2026-07-16 15:49:19.430
708,6,3,13,CC_Chg,41372.4,2760,1.65648,0.03968,0.0304566,0.0466712,2026-07-16 15:50:19.430
709,6,3,13,CC_Chg,41432.4,2820,1.66687,0.03999,0.0311186,0.0477714,2026-07-16 15:51:19.430
710,6,3,13,CC_Chg,41492.4,2880,1.67725,0.03968,0.0317807,0.0488786,2026-07-16 15:52:19.430
711,6,3,13,CC_Chg,41552.4,2940,1.68748,0.03968,0.0324426,0.0499922,2026-07-16 15:53:19.430
712,6,3,13,CC_Chg,41612.4,3000,1.69772,0.03999,0.0331049,0.0511133,2026-07-16 15:54:19.430
713,6,3,13,CC_Chg,41672.4,3060,1.70795,0.03968,0.033767,0.0522408,2026-07-16 15:55:19.430
714,6,3,13,CC_Chg,41732.4,3120,1.71833,0.03968,0.034429,0.0533751,2026-07-16 15:56:19.430
715,6,3,13,CC_Chg,41792.4,3180,1.72856,0.03968,0.0350911,0.0545162,2026-07-16 15:57:19.430
716,6,3,13,CC_Chg,41852.4,3240,1.73879,0.03968,0.0357528,0.0556634,2026-07-16 15:58:19.430
717,6,3,13,CC_Chg,41912.4,3300,1.74871,0.03968,0.0364149,0.0568179,2026-07-16 15:59:19.430
718,6,3,13,CC_Chg,41972.4,3360,1.7577,0.03968,0.0370766,0.0579781,2026-07-16 16:00:19.430
719,6,3,13,CC_Chg,42032.4,3420,1.76653,0.03968,0.0377387,0.0591451,2026-07-16 16:01:19.430
720,6,3,13,CC_Chg,42092.4,3480,1.77475,0.03968,0.038401,0.0603178,2026-07-16 16:02:19.430
721,6,3,13,CC_Chg,42152.4,3540,1.7825,0.03968,0.0390634,0.0614961,2026-07-16 16:03:19.430
722,6,3,13,CC_Chg,42212.4,3600,1.78916,0.03999,0.0397257,0.0626789,2026-07-16 16:04:19.430
723,6,3,13,CC_Chg,42272.4,3660,1.79598,0.03968,0.0403877,0.0638657,2026-07-16 16:05:19.430
724,6,3,13,CC_Chg,42314.6,3702.14,1.80017,0.03968,0.0408531,0.0647027,2026-07-16 16:06:01.570
725,7,2,14,CC_DChg,42314.6,0,1.76716,-0.03968,0,0,2026-07-16 16:06:01.640
726,7,2,14,CC_DChg,42374.6,60,1.69539,-0.03968,0.000663136,0.00114391,2026-07-16 16:07:01.640
727,7,2,14,CC_DChg,42434.6,120,1.65137,-0.03968,0.00132514,0.00225129,2026-07-16 16:08:01.640
728,7,2,14,CC_DChg,42494.6,180,1.61634,-0.03968,0.00198727,0.00333285,2026-07-16 16:09:01.640
729,7,2,14,CC_DChg,42554.6,240,1.58689,-0.03999,0.00264959,0.00439342,2026-07-16 16:10:01.640
730,7,2,14,CC_DChg,42614.6,300,1.5624,-0.03968,0.00331179,0.00543596,2026-07-16 16:11:01.640
731,7,2,14,CC_DChg,42674.6,360,1.54116,-0.03968,0.00397362,0.00646277,2026-07-16 16:12:01.640
732,7,2,14,CC_DChg,42734.6,420,1.52272,-0.03968,0.00463584,0.00747716,2026-07-16 16:13:01.640
733,7,2,14,CC_DChg,42794.6,480,1.50645,-0.03968,0.00529796,0.00848004,2026-07-16 16:14:01.640
734,7,2,14,CC_DChg,42854.6,540,1.49219,-0.03999,0.0059602,0.00947302,2026-07-16 16:15:01.640
735,7,2,14,CC_DChg,42914.6,600,1.47917,-0.03968,0.00662249,0.0104569,2026-07-16 16:16:01.640
736,7,2,14,CC_DChg,42974.6,660,1.46692,-0.03968,0.00728486,0.0114326,2026-07-16 16:17:01.640
737,7,2,14,CC_DChg,43034.6,720,1.45561,-0.03968,0.00794715,0.0124004,2026-07-16 16:18:01.640
738,7,2,14,CC_DChg,43094.6,780,1.44522,-0.03968,0.0086093,0.0133607,2026-07-16 16:19:01.640
739,7,2,14,CC_DChg,43154.6,840,1.43561,-0.03999,0.00927115,0.0143141,2026-07-16 16:20:01.640
740,7,2,14,CC_DChg,43214.6,900,1.42755,-0.03968,0.00993304,0.0152615,2026-07-16 16:21:01.640
741,7,2,14,CC_DChg,43274.6,960,1.42135,-0.03968,0.0105953,0.0162048,2026-07-16 16:22:01.640
742,7,2,14,CC_DChg,43334.6,1020,1.41608,-0.03968,0.0112571,0.0171439,2026-07-16 16:23:01.640
743,7,2,14,CC_DChg,43394.6,1080,1.41112,-0.03968,0.0119194,0.0180802,2026-07-16 16:24:01.640
744,7,2,14,CC_DChg,43454.6,1140,1.40647,-0.03968,0.0125818,0.0190134,2026-07-16 16:25:01.640
745,7,2,14,CC_DChg,43514.6,1200,1.40197,-0.03968,0.0132438,0.0199432,2026-07-16 16:26:01.640
746,7,2,14,CC_DChg,43574.6,1260,1.39779,-0.03968,0.0139059,0.0208701,2026-07-16 16:27:01.640
747,7,2,14,CC_DChg,43634.6,1320,1.3936,-0.03999,0.0145684,0.0217948,2026-07-16 16:28:01.640
748,7,2,14,CC_DChg,43694.6,1380,1.38911,-0.03968,0.0152305,0.0227161,2026-07-16 16:29:01.640
749,7,2,14,CC_DChg,43754.6,1440,1.38415,-0.03968,0.0158929,0.0236347,2026-07-16 16:30:01.640
750,7,2,14,CC_DChg,43814.6,1500,1.37919,-0.03968,0.016555,0.0245495,2026-07-16 16:31:01.640
751,7,2,14,CC_DChg,43874.6,1560,1.37361,-0.03968,0.017217,0.0254608,2026-07-16 16:32:01.640
752,7,2,14,CC_DChg,43934.6,1620,1.36648,-0.03999,0.0178791,0.026368,2026-07-16 16:33:01.640
753,7,2,14,CC_DChg,43994.6,1680,1.35873,-0.03968,0.0185417,0.0272711,2026-07-16 16:34:01.640
754,7,2,14,CC_DChg,44054.6,1740,1.34928,-0.03999,0.0192035,0.0281675,2026-07-16 16:35:01.640
755,7,2,14,CC_DChg,44114.6,1800,1.33842,-0.03968,0.0198657,0.0290575,2026-07-16 16:36:01.640
756,7,2,14,CC_DChg,44174.6,1860,1.32479,-0.03999,0.0205277,0.0299392,2026-07-16 16:37:01.640
757,7,2,14,CC_DChg,44234.6,1920,1.30929,-0.03968,0.02119,0.0308119,2026-07-16 16:38:01.640
758,7,2,14,CC_DChg,44294.6,1980,1.29177,-0.03968,0.0218523,0.0316734,2026-07-16 16:39:01.640
759,7,2,14,CC_DChg,44354.6,2040,1.27627,-0.03968,0.0225142,0.0325228,2026-07-16 16:40:01.640
760,7,2,14,CC_DChg,44414.6,2100,1.27302,-0.03999,0.0231764,0.0333661,2026-07-16 16:41:01.640
761,7,2,14,CC_DChg,44474.6,2160,1.27689,-0.03999,0.0238385,0.0342103,2026-07-16 16:42:01.640
762,7,2,14,CC_DChg,44534.6,2220,1.2789,-0.03968,0.0245005,0.0350565,2026-07-16 16:43:01.640
763,7,2,14,CC_DChg,44594.6,2280,1.2772,-0.03968,0.0251626,0.0359029,2026-07-16 16:44:01.640
764,7,2,14,CC_DChg,44654.6,2340,1.27286,-0.03968,0.0258249,0.0367476,2026-07-16 16:45:01.640
765,7,2,14,CC_DChg,44714.6,2400,1.26465,-0.03999,0.0264871,0.0375879,2026-07-16 16:46:01.640
766,7,2,14,CC_DChg,44774.6,2460,1.25348,-0.03968,0.0271491,0.0384216,2026-07-16 16:47:01.640
767,7,2,14,CC_DChg,44834.6,2520,1.23907,-0.03968,0.0278107,0.0392464,2026-07-16 16:48:01.640
768,7,2,14,CC_DChg,44894.6,2580,1.21985,-0.03968,0.0284732,0.0400611,2026-07-16 16:49:01.640
769,7,2,14,CC_DChg,44954.6,2640,1.19567,-0.03999,0.0291355,0.0408613,2026-07-16 16:50:01.640
770,7,2,14,CC_DChg,45014.6,2700,1.16637,-0.03968,0.0297982,0.0416441,2026-07-16 16:51:01.640
771,7,2,14,CC_DChg,45074.6,2760,1.13444,-0.03968,0.0304604,0.0424059,2026-07-16 16:52:01.640
772,7,2,14,CC_DChg,45134.6,2820,1.10267,-0.03968,0.0311223,0.0431463,2026-07-16 16:53:01.640
773,7,2,14,CC_DChg,45194.6,2880,1.07105,-0.03968,0.0317844,0.0438658,2026-07-16 16:54:01.640
774,7,2,14,CC_DChg,45254.6,2940,1.04005,-0.03968,0.0324463,0.0445645,2026-07-16 16:55:01.640
775,7,2,14,CC_DChg,45314.6,3000,1.0092,-0.03968,0.0331085,0.045243,2026-07-16 16:56:01.640
776,7,2,14,CC_DChg,45374.6,3060,0.98022,-0.03999,0.0337704,0.0459015,2026-07-16 16:57:01.640
777,7,2,14,CC_DChg,45434.6,3120,0.952475,-0.03999,0.0344327,0.0465415,2026-07-16 16:58:01.640
778,7,2,14,CC_DChg,45494.6,3180,0.925815,-0.03968,0.0350951,0.0471635,2026-07-16 16:59:01.640
779,7,2,14,CC_DChg,45554.6,3240,0.90055,-0.03968,0.0357572,0.047768,2026-07-16 17:00:01.640
780,7,2,14,CC_DChg,45614.6,3300,0.876525,-0.03968,0.0364193,0.0483562,2026-07-16 17:01:01.640
781,7,2,14,CC_DChg,45674.6,3360,0.852965,-0.03968,0.0370812,0.0489285,2026-07-16 17:02:01.640
782,7,2,14,CC_DChg,45734.6,3420,0.830645,-0.03968,0.0377434,0.049486,2026-07-16 17:03:01.640
783,7,2,14,CC_DChg,45794.6,3480,0.80879,-0.03968,0.0384055,0.0500286,2026-07-16 17:04:01.640
784,7,2,14,CC_DChg,45820.9,3506.29,0.799645,-0.03999,0.0386958,0.0502621,2026-07-16 17:04:27.930
785,7,3,15,CC_Chg,45821,0,0.83669,0.03999,0,0,2026-07-16 17:04:28.000
786,7,3,15,CC_Chg,45881,60,1.04082,0.03968,0.000662962,0.000629581,2026-07-16 17:05:28.000
787,7,3,15,CC_Chg,45941,120,1.19087,0.03999,0.00132491,0.00136919,2026-07-16 17:06:28.000
788,7,3,15,CC_Chg,46001,180,1.38275,0.03968,0.00198699,0.00221802,2026-07-16 17:07:28.000
789,7,3,15,CC_Chg,46061,240,1.54829,0.03968,0.00264931,0.00319422,2026-07-16 17:08:28.000
790,7,3,15,CC_Chg,46121,300,1.52768,0.03968,0.00331129,0.00420993,2026-07-16 17:09:28.000
791,7,3,15,CC_Chg,46181,360,1.52613,0.03968,0.00397305,0.00522026,2026-07-16 17:10:28.000
792,7,3,15,CC_Chg,46241,420,1.52613,0.03968,0.00463504,0.00623063,2026-07-16 17:11:28.000
793,7,3,15,CC_Chg,46301,480,1.52644,0.03968,0.0052968,0.00724071,2026-07-16 17:12:28.000
794,7,3,15,CC_Chg,46361,540,1.52675,0.03968,0.00595879,0.00825131,2026-07-16 17:13:28.000
795,7,3,15,CC_Chg,46421,600,1.52675,0.03999,0.00662094,0.0092623,2026-07-16 17:14:28.000
796,7,3,15,CC_Chg,46481,660,1.52706,0.03968,0.00728337,0.0102739,2026-07-16 17:15:28.000
797,7,3,15,CC_Chg,46541,720,1.52737,0.03968,0.00794536,0.011285,2026-07-16 17:16:28.000
798,7,3,15,CC_Chg,46601,780,1.52784,0.03968,0.0086072,0.012296,2026-07-16 17:17:28.000
799,7,3,15,CC_Chg,46661,840,1.52815,0.03968,0.00926942,0.0133078,2026-07-16 17:18:28.000
800,7,3,15,CC_Chg,46721,900,1.52876,0.03968,0.00993163,0.0143201,2026-07-16 17:19:28.000
801,7,3,15,CC_Chg,46781,960,1.52985,0.03968,0.0105937,0.0153326,2026-07-16 17:20:28.000
802,7,3,15,CC_Chg,46841,1020,1.53078,0.03999,0.0112556,0.0163455,2026-07-16 17:21:28.000
803,7,3,15,CC_Chg,46901,1080,1.53202,0.03968,0.0119175,0.0173592,2026-07-16 17:22:28.000
804,7,3,15,CC_Chg,46961,1140,1.53373,0.03968,0.0125797,0.0183742,2026-07-16 17:23:28.000
805,7,3,15,CC_Chg,47021,1200,1.5359,0.03999,0.0132416,0.0193902,2026-07-16 17:24:28.000
806,7,3,15,CC_Chg,47081,1260,1.53915,0.03968,0.013904,0.0204087,2026-07-16 17:25:28.000
807,7,3,15,CC_Chg,47141,1320,1.54256,0.03999,0.0145659,0.0214286,2026-07-16 17:26:28.000
808,7,3,15,CC_Chg,47201,1380,1.54721,0.03999,0.0152282,0.022452,2026-07-16 17:27:28.000
809,7,3,15,CC_Chg,47261,1440,1.55217,0.03968,0.0158903,0.0234782,2026-07-16 17:28:28.000
810,7,3,15,CC_Chg,47321,1500,1.5576,0.03968,0.0165523,0.0245076,2026-07-16 17:29:28.000
811,7,3,15,CC_Chg,47381,1560,1.56255,0.03999,0.0172143,0.0255406,2026-07-16 17:30:28.000
812,7,3,15,CC_Chg,47441,1620,1.56674,0.03968,0.0178763,0.0265764,2026-07-16 17:31:28.000
813,7,3,15,CC_Chg,47501,1680,1.57,0.03968,0.0185384,0.0276148,2026-07-16 17:32:28.000
814,7,3,15,CC_Chg,47561,1740,1.57279,0.03968,0.0192008,0.0286558,2026-07-16 17:33:28.000
815,7,3,15,CC_Chg,47621,1800,1.57496,0.03968,0.0198628,0.0296975,2026-07-16 17:34:28.000
816,7,3,15,CC_Chg,47681,1860,1.57666,0.03968,0.0205245,0.0307403,2026-07-16 17:35:28.000
817,7,3,15,CC_Chg,47741,1920,1.57883,0.03968,0.0211867,0.0317853,2026-07-16 17:36:28.000
818,7,3,15,CC_Chg,47801,1980,1.581,0.03968,0.0218486,0.032831,2026-07-16 17:37:28.000
819,7,3,15,CC_Chg,47861,2040,1.58302,0.03968,0.0225106,0.0338783,2026-07-16 17:38:28.000
820,7,3,15,CC_Chg,47921,2100,1.58503,0.03999,0.0231726,0.0349271,2026-07-16 17:39:28.000
821,7,3,15,CC_Chg,47981,2160,1.58736,0.03999,0.0238349,0.0359778,2026-07-16 17:40:28.000
822,7,3,15,CC_Chg,48041,2220,1.58999,0.03968,0.0244973,0.0370301,2026-07-16 17:41:28.000
823,7,3,15,CC_Chg,48101,2280,1.59262,0.03968,0.0251588,0.0380828,2026-07-16 17:42:28.000
824,7,3,15,CC_Chg,48161,2340,1.59588,0.03968,0.025821,0.0391387,2026-07-16 17:43:28.000
825,7,3,15,CC_Chg,48221,2400,1.5996,0.03968,0.0264832,0.0401968,2026-07-16 17:44:28.000
826,7,3,15,CC_Chg,48281,2460,1.60363,0.03968,0.0271455,0.0412574,2026-07-16 17:45:28.000
827,7,3,15,CC_Chg,48341,2520,1.60936,0.03968,0.0278074,0.042321,2026-07-16 17:46:28.000
828,7,3,15,CC_Chg,48401,2580,1.61742,0.03968,0.02847,0.0433898,2026-07-16 17:47:28.000
829,7,3,15,CC_Chg,48461,2640,1.62781,0.03968,0.0291318,0.0444638,2026-07-16 17:48:28.000
830,7,3,15,CC_Chg,48521,2700,1.63928,0.03968,0.0297936,0.045545,2026-07-16 17:49:28.000
831,7,3,15,CC_Chg,48581,2760,1.65013,0.03968,0.0304553,0.0466333,2026-07-16 17:50:28.000
832,7,3,15,CC_Chg,48641,2820,1.66005,0.03968,0.0311174,0.0477292,2026-07-16 17:51:28.000
833,7,3,15,CC_Chg,48701,2880,1.67013,0.03968,0.0317793,0.0488315,2026-07-16 17:52:28.000
834,7,3,15,CC_Chg,48761,2940,1.6802,0.03968,0.0324412,0.0499404,2026-07-16 17:53:28.000
835,7,3,15,CC_Chg,48821,3000,1.69012,0.03999,0.0331033,0.0510562,2026-07-16 17:54:28.000
836,7,3,15,CC_Chg,48881,3060,1.70019,0.03968,0.0337653,0.0521784,2026-07-16 17:55:28.000
837,7,3,15,CC_Chg,48941,3120,1.71012,0.03999,0.0344274,0.0533075,2026-07-16 17:56:28.000
838,7,3,15,CC_Chg,49001,3180,1.72019,0.03968,0.0350895,0.0544432,2026-07-16 17:57:28.000
839,7,3,15,CC_Chg,49061,3240,1.73026,0.03999,0.0357515,0.0555856,2026-07-16 17:58:28.000
840,7,3,15,CC_Chg,49121,3300,1.74034,0.03968,0.0364136,0.0567345,2026-07-16 17:59:28.000
841,7,3,15,CC_Chg,49181,3360,1.74979,0.03999,0.0370756,0.0578899,2026-07-16 18:00:28.000
842,7,3,15,CC_Chg,49241,3420,1.75879,0.03999,0.0377377,0.0590516,2026-07-16 18:01:28.000
843,7,3,15,CC_Chg,49301,3480,1.76762,0.03968,0.0383997,0.0602189,2026-07-16 18:02:28.000
844,7,3,15,CC_Chg,49361,3540,1.77537,0.03968,0.0390619,0.0613921,2026-07-16 18:03:28.000
845,7,3,15,CC_Chg,49421,3600,1.78296,0.03968,0.0397242,0.0625706,2026-07-16 18:04:28.000
846,7,3,15,CC_Chg,49481,3660,1.79009,0.03968,0.0403865,0.0637538,2026-07-16 18:05:28.000
847,7,3,15,CC_Chg,49541,3720,1.79645,0.03968,0.0410488,0.0649415,2026-07-16 18:06:28.000
848,7,3,15,CC_Chg,49578.5,3757.52,1.80017,0.03968,0.0414631,0.0656866,2026-07-16 18:07:05.520
849,8,2,16,CC_DChg,49578.6,0,1.76653,-0.03968,0,0,2026-07-16 18:07:05.590
850,8,2,16,CC_DChg,49638.6,60,1.69663,-0.03968,0.000662804,0.00114362,2026-07-16 18:08:05.590
851,8,2,16,CC_DChg,49698.6,120,1.654,-0.03968,0.00132495,0.00225229,2026-07-16 18:09:05.590
852,8,2,16,CC_DChg,49758.6,180,1.61867,-0.03968,0.00198709,0.00333539,2026-07-16 18:10:05.590
853,8,2,16,CC_DChg,49818.6,240,1.58984,-0.03968,0.00264923,0.00439743,2026-07-16 18:11:05.590
