Index,Cycle,Step,StepSeq,Mode,TestTime_s,StepTime_s,Voltage_V,Current_mA,Capacity_mAh,Energy_mWh,DateTime
1356,11,3,23,CC_Chg,79304,3720,1.78157,0.03968,0.0412019,0.064904,2026-07-17 02:22:31.040
1357,11,3,23,CC_Chg,79364,3780,1.78839,0.03999,0.0418663,0.06609,2026-07-17 02:23:31.040
1358,11,3,23,CC_Chg,79424,3840,1.79537,0.03968,0.0425311,0.0672813,2026-07-17 02:24:31.040
1359,11,3,23,CC_Chg,79470.7,3886.62,1.80001,0.03999,0.043048,0.0682107,2026-07-17 02:25:17.660
1360,12,2,24,CC_DChg,79470.7,0,1.76716,-0.03999,0,0,2026-07-17 02:25:17.730
1361,12,2,24,CC_DChg,79530.7,60,1.69989,-0.03999,0.000664899,0.00114859,2026-07-17 02:26:17.730
1362,12,2,24,CC_DChg,79590.7,120,1.65928,-0.03999,0.0013295,0.00226436,2026-07-17 02:27:17.730
1363,12,2,24,CC_DChg,79650.7,180,1.6258,-0.03968,0.00199404,0.00335551,2026-07-17 02:28:17.730
1364,12,2,24,CC_DChg,79710.7,240,1.59743,-0.03999,0.00265855,0.00442606,2026-07-17 02:29:17.730
1365,12,2,24,CC_DChg,79770.7,300,1.57294,-0.03999,0.00332271,0.00547867,2026-07-17 02:30:17.730
1366,12,2,24,CC_DChg,79830.7,360,1.55248,-0.03968,0.00398748,0.00651747,2026-07-17 02:31:17.730
1367,12,2,24,CC_DChg,79890.7,420,1.53481,-0.03999,0.00465137,0.00754228,2026-07-17 02:32:17.730
1368,12,2,24,CC_DChg,79950.7,480,1.51931,-0.03968,0.00531559,0.00855651,2026-07-17 02:33:17.730
1369,12,2,24,CC_DChg,80010.7,540,1.50551,-0.03968,0.00597969,0.00956081,2026-07-17 02:34:17.730
1370,12,2,24,CC_DChg,80070.7,600,1.4928,-0.03999,0.00664374,0.0105563,2026-07-17 02:35:17.730
1371,12,2,24,CC_DChg,80130.7,660,1.48087,-0.03968,0.00730817,0.0115443,2026-07-17 02:36:17.730
1372,12,2,24,CC_DChg,80190.7,720,1.47002,-0.03999,0.00797224,0.0125241,2026-07-17 02:37:17.730
1373,12,2,24,CC_DChg,80250.7,780,1.45964,-0.03968,0.00863678,0.0134975,2026-07-17 02:38:17.730
1374,12,2,24,CC_DChg,80310.7,840,1.45002,-0.03968,0.00930125,0.0144642,2026-07-17 02:39:17.730
1375,12,2,24,CC_DChg,80370.7,900,1.44088,-0.03968,0.00996563,0.0154245,2026-07-17 02:40:17.730
1376,12,2,24,CC_DChg,80430.7,960,1.43251,-0.03999,0.0106303,0.0163794,2026-07-17 02:41:17.730
1377,12,2,24,CC_DChg,80490.7,1020,1.42538,-0.03968,0.0112944,0.0173283,2026-07-17 02:42:17.730
1378,12,2,24,CC_DChg,80550.7,1080,1.41934,-0.03999,0.0119589,0.0182735,2026-07-17 02:43:17.730
1379,12,2,24,CC_DChg,80610.7,1140,1.41391,-0.03999,0.0126234,0.019215,2026-07-17 02:44:17.730
1380,12,2,24,CC_DChg,80670.7,1200,1.40864,-0.03999,0.0132877,0.0201527,2026-07-17 02:45:17.730
1381,12,2,24,CC_DChg,80730.7,1260,1.40399,-0.03999,0.0139524,0.0210875,2026-07-17 02:46:17.730
1382,12,2,24,CC_DChg,80790.7,1320,1.39949,-0.03999,0.014617,0.0220192,2026-07-17 02:47:17.730
1383,12,2,24,CC_DChg,80850.7,1380,1.395,-0.03999,0.0152812,0.0229473,2026-07-17 02:48:17.730
1384,12,2,24,CC_DChg,80910.7,1440,1.39066,-0.03968,0.0159459,0.023873,2026-07-17 02:49:17.730
1385,12,2,24,CC_DChg,80970.7,1500,1.38586,-0.03968,0.0166102,0.0247952,2026-07-17 02:50:17.730
1386,12,2,24,CC_DChg,81030.7,1560,1.38058,-0.03999,0.0172747,0.0257145,2026-07-17 02:51:17.730
1387,12,2,24,CC_DChg,81090.7,1620,1.37516,-0.03999,0.0179389,0.0266298,2026-07-17 02:52:17.730
1388,12,2,24,CC_DChg,81150.7,1680,1.36896,-0.03999,0.0186032,0.0275414,2026-07-17 02:53:17.730
1389,12,2,24,CC_DChg,81210.7,1740,1.36152,-0.03999,0.0192676,0.0284486,2026-07-17 02:54:17.730
1390,12,2,24,CC_DChg,81270.7,1800,1.35284,-0.03999,0.0199322,0.0293508,2026-07-17 02:55:17.730
1391,12,2,24,CC_DChg,81330.7,1860,1.34276,-0.03968,0.0205966,0.0302464,2026-07-17 02:56:17.730
1392,12,2,24,CC_DChg,81390.7,1920,1.33037,-0.03999,0.0212611,0.0311348,2026-07-17 02:57:17.730
1393,12,2,24,CC_DChg,81450.7,1980,1.31611,-0.03999,0.0219254,0.0320141,2026-07-17 02:58:17.730
1394,12,2,24,CC_DChg,81510.7,2040,1.30014,-0.03999,0.0225901,0.0328838,2026-07-17 02:59:17.730
1395,12,2,24,CC_DChg,81570.7,2100,1.28324,-0.03999,0.0232545,0.033742,2026-07-17 03:00:17.730
1396,12,2,24,CC_DChg,81630.7,2160,1.27472,-0.03999,0.0239188,0.0345909,2026-07-17 03:01:17.730
1397,12,2,24,CC_DChg,81690.7,2220,1.27689,-0.03999,0.0245832,0.0354384,2026-07-17 03:02:17.730
1398,12,2,24,CC_DChg,81750.7,2280,1.28015,-0.03999,0.0252477,0.0362882,2026-07-17 03:03:17.730
1399,12,2,24,CC_DChg,81810.7,2340,1.28045,-0.03999,0.0259125,0.0371395,2026-07-17 03:04:17.730
1400,12,2,24,CC_DChg,81870.7,2400,1.2772,-0.03968,0.0265771,0.0379897,2026-07-17 03:05:17.730
1401,12,2,24,CC_DChg,81930.7,2460,1.27069,-0.03999,0.0272417,0.0388366,2026-07-17 03:06:17.730
1402,12,2,24,CC_DChg,81990.7,2520,1.26108,-0.03999,0.0279061,0.039678,2026-07-17 03:07:17.730
1403,12,2,24,CC_DChg,82050.7,2580,1.24713,-0.03968,0.0285704,0.0405113,2026-07-17 03:08:17.730
1404,12,2,24,CC_DChg,82110.7,2640,1.22961,-0.03999,0.0292352,0.0413348,2026-07-17 03:09:17.730
1405,12,2,24,CC_DChg,82170.7,2700,1.20792,-0.03968,0.0298998,0.0421451,2026-07-17 03:10:17.730
1406,12,2,24,CC_DChg,82230.7,2760,1.18188,-0.03999,0.0305638,0.0429389,2026-07-17 03:11:17.730
1407,12,2,24,CC_DChg,82290.7,2820,1.15305,-0.03999,0.0312282,0.0437147,2026-07-17 03:12:17.730
1408,12,2,24,CC_DChg,82350.7,2880,1.12375,-0.03999,0.0318928,0.0444715,2026-07-17 03:13:17.730
1409,12,2,24,CC_DChg,82410.7,2940,1.09476,-0.03968,0.0325573,0.0452087,2026-07-17 03:14:17.730
1410,12,2,24,CC_DChg,82470.7,3000,1.06485,-0.03968,0.0332214,0.0459259,2026-07-17 03:15:17.730
1411,12,2,24,CC_DChg,82530.7,3060,1.0354,-0.03999,0.033886,0.0466238,2026-07-17 03:16:17.730
1412,12,2,24,CC_DChg,82590.7,3120,1.00626,-0.03968,0.0345502,0.0473018,2026-07-17 03:17:17.730
1413,12,2,24,CC_DChg,82650.7,3180,0.978515,-0.03968,0.0352151,0.0479616,2026-07-17 03:18:17.730
1414,12,2,24,CC_DChg,82710.7,3240,0.9517,-0.03999,0.0358793,0.0486027,2026-07-17 03:19:17.730
1415,12,2,24,CC_DChg,82770.7,3300,0.925815,-0.03968,0.0365441,0.0492266,2026-07-17 03:20:17.730
1416,12,2,24,CC_DChg,82830.7,3360,0.90148,-0.03968,0.0372086,0.0498336,2026-07-17 03:21:17.730
1417,12,2,24,CC_DChg,82890.7,3420,0.878075,-0.03999,0.037873,0.0504248,2026-07-17 03:22:17.730
1418,12,2,24,CC_DChg,82950.7,3480,0.85715,-0.03999,0.0385373,0.0510012,2026-07-17 03:23:17.730
1419,12,2,24,CC_DChg,83010.7,3540,0.83793,-0.03999,0.039202,0.0515646,2026-07-17 03:24:17.730
1420,12,2,24,CC_DChg,83070.7,3600,0.81995,-0.03999,0.0398668,0.0521156,2026-07-17 03:25:17.730
1421,12,2,24,CC_DChg,83130.7,3660,0.80197,-0.03999,0.0405312,0.0526545,2026-07-17 03:26:17.730
1422,12,2,24,CC_DChg,83138.2,3667.46,0.7998,-0.03968,0.0406142,0.0527209,2026-07-17 03:26:25.190
1423,12,3,25,CC_Chg,83138.3,0,0.83607,0.03999,0,0,2026-07-17 03:26:25.260
1424,12,3,25,CC_Chg,83198.3,60,1.03679,0.03968,0.000665744,0.000630501,2026-07-17 03:27:25.260
1425,12,3,25,CC_Chg,83258.3,120,1.18342,0.03968,0.00133043,0.00136914,2026-07-17 03:28:25.260
1426,12,3,25,CC_Chg,83318.3,180,1.37206,0.03968,0.00199495,0.00221407,2026-07-17 03:29:25.260
1427,12,3,25,CC_Chg,83378.3,240,1.54892,0.03999,0.0026598,0.00319035,2026-07-17 03:30:25.260
1428,12,3,25,CC_Chg,83438.3,300,1.52845,0.03999,0.00332445,0.00421109,2026-07-17 03:31:25.260
1429,12,3,25,CC_Chg,83498.3,360,1.52737,0.03999,0.0039889,0.00522617,2026-07-17 03:32:25.260
1430,12,3,25,CC_Chg,83558.3,420,1.52737,0.03999,0.00465324,0.00624088,2026-07-17 03:33:25.260
1431,12,3,25,CC_Chg,83618.3,480,1.52784,0.03968,0.0053175,0.00725562,2026-07-17 03:34:25.260
1432,12,3,25,CC_Chg,83678.3,540,1.52799,0.03968,0.00598231,0.00827133,2026-07-17 03:35:25.260
1433,12,3,25,CC_Chg,83738.3,600,1.52799,0.03999,0.00664718,0.00928728,2026-07-17 03:36:25.260
1434,12,3,25,CC_Chg,83798.3,660,1.52861,0.03968,0.00731195,0.0103033,2026-07-17 03:37:25.260
1435,12,3,25,CC_Chg,83858.3,720,1.52876,0.03999,0.00797659,0.0113193,2026-07-17 03:38:25.260
1436,12,3,25,CC_Chg,83918.3,780,1.52923,0.03968,0.00864136,0.0123358,2026-07-17 03:39:25.260
1437,12,3,25,CC_Chg,83978.3,840,1.52938,0.03999,0.00930601,0.0133523,2026-07-17 03:40:25.260
1438,12,3,25,CC_Chg,84038.3,900,1.53001,0.03968,0.00997054,0.0143689,2026-07-17 03:41:25.260
1439,12,3,25,CC_Chg,84098.3,960,1.53047,0.03999,0.0106353,0.0153862,2026-07-17 03:42:25.260
1440,12,3,25,CC_Chg,84158.3,1020,1.53124,0.03999,0.0112999,0.0164038,2026-07-17 03:43:25.260
1441,12,3,25,CC_Chg,84218.3,1080,1.53249,0.03999,0.0119647,0.0174222,2026-07-17 03:44:25.260
1442,12,3,25,CC_Chg,84278.3,1140,1.53373,0.03999,0.0126295,0.0184416,2026-07-17 03:45:25.260
1443,12,3,25,CC_Chg,84338.3,1200,1.53527,0.03999,0.0132942,0.0194615,2026-07-17 03:46:25.260
1444,12,3,25,CC_Chg,84398.3,1260,1.53744,0.03999,0.0139583,0.020482,2026-07-17 03:47:25.260
1445,12,3,25,CC_Chg,84458.3,1320,1.54024,0.03999,0.0146229,0.0215047,2026-07-17 03:48:25.260
1446,12,3,25,CC_Chg,84518.3,1380,1.54411,0.03968,0.0152875,0.0225296,2026-07-17 03:49:25.260
1447,12,3,25,CC_Chg,84578.3,1440,1.54876,0.03999,0.0159524,0.0235579,2026-07-17 03:50:25.260
1448,12,3,25,CC_Chg,84638.3,1500,1.55403,0.03999,0.0166172,0.0245893,2026-07-17 03:51:25.260
1449,12,3,25,CC_Chg,84698.3,1560,1.5593,0.03968,0.017282,0.0256242,2026-07-17 03:52:25.260
1450,12,3,25,CC_Chg,84758.3,1620,1.56395,0.03999,0.0179464,0.0266618,2026-07-17 03:53:25.260
1451,12,3,25,CC_Chg,84818.3,1680,1.56767,0.03999,0.0186109,0.0277023,2026-07-17 03:54:25.260
1452,12,3,25,CC_Chg,84878.3,1740,1.57046,0.03968,0.0192755,0.0287451,2026-07-17 03:55:25.260
1453,12,3,25,CC_Chg,84938.3,1800,1.57279,0.03999,0.0199399,0.0297894,2026-07-17 03:56:25.260
1454,12,3,25,CC_Chg,84998.3,1860,1.57511,0.03968,0.0206046,0.0308357,2026-07-17 03:57:25.260
1455,12,3,25,CC_Chg,85058.3,1920,1.57713,0.03999,0.0212695,0.0318837,2026-07-17 03:58:25.260
1456,12,3,25,CC_Chg,85118.3,1980,1.57914,0.03968,0.0219342,0.0329328,2026-07-17 03:59:25.260
1457,12,3,25,CC_Chg,85178.3,2040,1.58131,0.03999,0.0225985,0.0339826,2026-07-17 04:00:25.260
1458,12,3,25,CC_Chg,85238.3,2100,1.58363,0.03968,0.0232634,0.0350347,2026-07-17 04:01:25.260
1459,12,3,25,CC_Chg,85298.3,2160,1.58611,0.03999,0.0239278,0.0360877,2026-07-17 04:02:25.260
1460,12,3,25,CC_Chg,85358.3,2220,1.58844,0.03968,0.024592,0.0371421,2026-07-17 04:03:25.260
1461,12,3,25,CC_Chg,85418.3,2280,1.59076,0.03999,0.0252563,0.038198,2026-07-17 04:04:25.260
1462,12,3,25,CC_Chg,85478.3,2340,1.5934,0.03999,0.0259205,0.0392555,2026-07-17 04:05:25.260
1463,12,3,25,CC_Chg,85538.3,2400,1.5965,0.03999,0.0265854,0.040316,2026-07-17 04:06:25.260
1464,12,3,25,CC_Chg,85598.3,2460,1.59991,0.03999,0.0272501,0.0413784,2026-07-17 04:07:25.260
1465,12,3,25,CC_Chg,85658.3,2520,1.60394,0.03999,0.0279152,0.0424437,2026-07-17 04:08:25.260
1466,12,3,25,CC_Chg,85718.3,2580,1.60936,0.03999,0.0285801,0.0435119,2026-07-17 04:09:25.260
1467,12,3,25,CC_Chg,85778.3,2640,1.61665,0.03999,0.0292449,0.0445842,2026-07-17 04:10:25.260
1468,12,3,25,CC_Chg,85838.3,2700,1.6261,0.03968,0.0299099,0.0456623,2026-07-17 04:11:25.260
1469,12,3,25,CC_Chg,85898.3,2760,1.63634,0.03999,0.0305746,0.0467466,2026-07-17 04:12:25.260
1470,12,3,25,CC_Chg,85958.3,2820,1.64594,0.03999,0.0312395,0.0478379,2026-07-17 04:13:25.260
1471,12,3,25,CC_Chg,86018.3,2880,1.65478,0.03999,0.0319042,0.048935,2026-07-17 04:14:25.260
1472,12,3,25,CC_Chg,86078.3,2940,1.66346,0.03968,0.0325684,0.0500371,2026-07-17 04:15:25.260
1473,12,3,25,CC_Chg,86138.3,3000,1.67214,0.03999,0.0332331,0.0511456,2026-07-17 04:16:25.260
1474,12,3,25,CC_Chg,86198.3,3060,1.68067,0.03968,0.0338976,0.0522596,2026-07-17 04:17:25.260
1475,12,3,25,CC_Chg,86258.3,3120,1.68965,0.03999,0.0345618,0.0533788,2026-07-17 04:18:25.260
1476,12,3,25,CC_Chg,86318.3,3180,1.6988,0.03999,0.0352261,0.0545044,2026-07-17 04:19:25.260
1477,12,3,25,CC_Chg,86378.3,3240,1.70826,0.03968,0.0358904,0.055636,2026-07-17 04:20:25.260
1478,12,3,25,CC_Chg,86438.3,3300,1.71833,0.03968,0.0365546,0.0567741,2026-07-17 04:21:25.260
1479,12,3,25,CC_Chg,86498.3,3360,1.72748,0.03968,0.0372191,0.057919,2026-07-17 04:22:25.260
1480,12,3,25,CC_Chg,86558.3,3420,1.73708,0.03999,0.0378834,0.0590697,2026-07-17 04:23:25.260
1481,12,3,25,CC_Chg,86618.3,3480,1.74608,0.03999,0.0385479,0.0602272,2026-07-17 04:24:25.260
1482,12,3,25,CC_Chg,86678.3,3540,1.75507,0.03999,0.0392124,0.0613906,2026-07-17 04:25:25.260
1483,12,3,25,CC_Chg,86738.3,3600,1.76344,0.03999,0.0398766,0.0625591,2026-07-17 04:26:25.260
1484,12,3,25,CC_Chg,86798.3,3660,1.77196,0.03999,0.0405411,0.063734,2026-07-17 04:27:25.260
1485,12,3,25,CC_Chg,86858.3,3720,1.77971,0.03968,0.0412058,0.0649143,2026-07-17 04:28:25.260
1486,12,3,25,CC_Chg,86918.3,3780,1.78715,0.03999,0.0418705,0.0660998,2026-07-17 04:29:25.260
1487,12,3,25,CC_Chg,86978.3,3840,1.79397,0.03999,0.0425347,0.0672891,2026-07-17 04:30:25.260
1488,12,3,25,CC_Chg,87035.4,3897.19,1.80001,0.03999,0.0431686,0.0684284,2026-07-17 04:31:22.450
1489,13,2,26,CC_DChg,87035.5,0,1.76607,-0.03999,0,0,2026-07-17 04:31:22.520
1490,13,2,26,CC_DChg,87095.5,60,1.70035,-0.03999,0.000665251,0.00114945,2026-07-17 04:32:22.520
1491,13,2,26,CC_DChg,87155.5,120,1.66036,-0.03968,0.00132944,0.00226521,2026-07-17 04:33:22.520
1492,13,2,26,CC_DChg,87215.5,180,1.62688,-0.03999,0.00199359,0.00335664,2026-07-17 04:34:22.520
1493,13,2,26,CC_DChg,87275.5,240,1.59898,-0.03968,0.00265809,0.00442823,2026-07-17 04:35:22.520
1494,13,2,26,CC_DChg,87335.5,300,1.57465,-0.03999,0.00332258,0.00548251,2026-07-17 04:36:22.520
1495,13,2,26,CC_DChg,87395.5,360,1.55418,-0.03968,0.00398696,0.0065219,2026-07-17 04:37:22.520
1496,13,2,26,CC_DChg,87455.5,420,1.53652,-0.03999,0.00465107,0.00754812,2026-07-17 04:38:22.520
1497,13,2,26,CC_DChg,87515.5,480,1.52102,-0.03968,0.00531553,0.00856384,2026-07-17 04:39:22.520
1498,13,2,26,CC_DChg,87575.5,540,1.50722,-0.03999,0.00597972,0.00956947,2026-07-17 04:40:22.520
1499,13,2,26,CC_DChg,87635.5,600,1.49466,-0.03968,0.00664379,0.0105662,2026-07-17 04:41:22.520
1500,13,2,26,CC_DChg,87695.5,660,1.48289,-0.03999,0.00730851,0.0115559,2026-07-17 04:42:22.520
1501,13,2,26,CC_DChg,87755.5,720,1.47203,-0.03999,0.00797276,0.0125373,2026-07-17 04:43:22.520
1502,13,2,26,CC_DChg,87815.5,780,1.46212,-0.03999,0.00863739,0.0135124,2026-07-17 04:44:22.520
1503,13,2,26,CC_DChg,87875.5,840,1.45219,-0.03999,0.00930189,0.0144806,2026-07-17 04:45:22.520
1504,13,2,26,CC_DChg,87935.5,900,1.44305,-0.03999,0.00996619,0.0154424,2026-07-17 04:46:22.520
1505,13,2,26,CC_DChg,87995.5,960,1.43468,-0.03968,0.0106311,0.016399,2026-07-17 04:47:22.520
1506,13,2,26,CC_DChg,88055.5,1020,1.42708,-0.03999,0.0112955,0.0173498,2026-07-17 04:48:22.520
1507,13,2,26,CC_DChg,88115.5,1080,1.42088,-0.03999,0.0119603,0.0182965,2026-07-17 04:49:22.520
1508,13,2,26,CC_DChg,88175.5,1140,1.41577,-0.03968,0.0126251,0.0192395,2026-07-17 04:50:22.520
1509,13,2,26,CC_DChg,88235.5,1200,1.41034,-0.03968,0.0132896,0.0201784,2026-07-17 04:51:22.520
1510,13,2,26,CC_DChg,88295.5,1260,1.40539,-0.03999,0.0139544,0.0211144,2026-07-17 04:52:22.520
1511,13,2,26,CC_DChg,88355.5,1320,1.40043,-0.03968,0.0146189,0.0220466,2026-07-17 04:53:22.520
1512,13,2,26,CC_DChg,88415.5,1380,1.39593,-0.03999,0.015283,0.0229754,2026-07-17 04:54:22.520
1513,13,2,26,CC_DChg,88475.5,1440,1.39143,-0.03968,0.0159476,0.0239017,2026-07-17 04:55:22.520
1514,13,2,26,CC_DChg,88535.5,1500,1.38647,-0.03968,0.016612,0.0248245,2026-07-17 04:56:22.520
1515,13,2,26,CC_DChg,88595.5,1560,1.38089,-0.03968,0.0172765,0.025744,2026-07-17 04:57:22.520
1516,13,2,26,CC_DChg,88655.5,1620,1.37532,-0.03999,0.0179409,0.0266598,2026-07-17 04:58:22.520
1517,13,2,26,CC_DChg,88715.5,1680,1.36881,-0.03968,0.0186059,0.0275722,2026-07-17 04:59:22.520
1518,13,2,26,CC_DChg,88775.5,1740,1.36121,-0.03999,0.0192705,0.0284795,2026-07-17 05:00:22.520
1519,13,2,26,CC_DChg,88835.5,1800,1.35284,-0.03968,0.0199352,0.0293816,2026-07-17 05:01:22.520
1520,13,2,26,CC_DChg,88895.5,1860,1.34308,-0.03999,0.0206,0.0302779,2026-07-17 05:02:22.520
1521,13,2,26,CC_DChg,88955.5,1920,1.33129,-0.03999,0.0212645,0.0311668,2026-07-17 05:03:22.520
1522,13,2,26,CC_DChg,89015.5,1980,1.31797,-0.03999,0.0219291,0.0320474,2026-07-17 05:04:22.520
1523,13,2,26,CC_DChg,89075.5,2040,1.30215,-0.03999,0.0225938,0.0329184,2026-07-17 05:05:22.520
1524,13,2,26,CC_DChg,89135.5,2100,1.28557,-0.03968,0.0232585,0.0337785,2026-07-17 05:06:22.520
1525,13,2,26,CC_DChg,89195.5,2160,1.27487,-0.03999,0.023923,0.0346285,2026-07-17 05:07:22.520
1526,13,2,26,CC_DChg,89255.5,2220,1.27673,-0.03999,0.0245877,0.0354761,2026-07-17 05:08:22.520
1527,13,2,26,CC_DChg,89315.5,2280,1.28045,-0.03968,0.0252522,0.0363259,2026-07-17 05:09:22.520
1528,13,2,26,CC_DChg,89375.5,2340,1.28092,-0.03999,0.0259168,0.0371773,2026-07-17 05:10:22.520
1529,13,2,26,CC_DChg,89435.5,2400,1.27798,-0.03999,0.0265812,0.0380278,2026-07-17 05:11:22.520
1530,13,2,26,CC_DChg,89495.5,2460,1.27147,-0.03999,0.0272457,0.0388751,2026-07-17 05:12:22.520
1531,13,2,26,CC_DChg,89555.5,2520,1.26216,-0.03968,0.0279101,0.039717,2026-07-17 05:13:22.520
1532,13,2,26,CC_DChg,89615.5,2580,1.24914,-0.03999,0.0285745,0.0405515,2026-07-17 05:14:22.520
1533,13,2,26,CC_DChg,89675.5,2640,1.23194,-0.03968,0.0292396,0.0413768,2026-07-17 05:15:22.520
1534,13,2,26,CC_DChg,89735.5,2700,1.21024,-0.03999,0.0299044,0.042189,2026-07-17 05:16:22.520
1535,13,2,26,CC_DChg,89795.5,2760,1.18451,-0.03999,0.0305688,0.0429849,2026-07-17 05:17:22.520
1536,13,2,26,CC_DChg,89855.5,2820,1.15599,-0.03968,0.0312332,0.0437627,2026-07-17 05:18:22.520
1537,13,2,26,CC_DChg,89915.5,2880,1.12716,-0.03999,0.0318975,0.0445211,2026-07-17 05:19:22.520
1538,13,2,26,CC_DChg,89975.5,2940,1.09756,-0.03999,0.0325621,0.0452605,2026-07-17 05:20:22.520
1539,13,2,26,CC_DChg,90035.5,3000,1.06857,-0.03999,0.0332269,0.0459806,2026-07-17 05:21:22.520
1540,13,2,26,CC_DChg,90095.5,3060,1.03958,-0.03999,0.0338912,0.0466809,2026-07-17 05:22:22.520
1541,13,2,26,CC_DChg,90155.5,3120,1.01045,-0.03999,0.0345555,0.0473619,2026-07-17 05:23:22.520
1542,13,2,26,CC_DChg,90215.5,3180,0.982855,-0.03999,0.0352199,0.0480241,2026-07-17 05:24:22.520
1543,13,2,26,CC_DChg,90275.5,3240,0.955575,-0.03999,0.0358845,0.0486683,2026-07-17 05:25:22.520
1544,13,2,26,CC_DChg,90335.5,3300,0.93,-0.03999,0.0365487,0.0492946,2026-07-17 05:26:22.520
1545,13,2,26,CC_DChg,90395.5,3360,0.905355,-0.03999,0.0372129,0.0499041,2026-07-17 05:27:22.520
1546,13,2,26,CC_DChg,90455.5,3420,0.88288,-0.03999,0.0378773,0.0504982,2026-07-17 05:28:22.520
1547,13,2,26,CC_DChg,90515.5,3480,0.861645,-0.03999,0.038542,0.051078,2026-07-17 05:29:22.520
1548,13,2,26,CC_DChg,90575.5,3540,0.84258,-0.03968,0.0392067,0.0516443,2026-07-17 05:30:22.520
1549,13,2,26,CC_DChg,90635.5,3600,0.824135,-0.03968,0.0398716,0.0521983,2026-07-17 05:31:22.520
1550,13,2,26,CC_DChg,90695.5,3660,0.806,-0.03968,0.0405359,0.0527397,2026-07-17 05:32:22.520
1551,13,2,26,CC_DChg,90717.1,3681.53,0.79949,-0.03999,0.0407748,0.0529315,2026-07-17 05:32:44.050
1552,13,3,27,CC_Chg,90717.1,0,0.83545,0.03999,0,0,2026-07-17 05:32:44.120
1553,13,3,27,CC_Chg,90777.1,60,1.03587,0.03999,0.000665792,0.000630402,2026-07-17 05:33:44.120
1554,13,3,27,CC_Chg,90837.1,120,1.1842,0.03968,0.00133027,0.00136841,2026-07-17 05:34:44.120
1555,13,3,27,CC_Chg,90897.1,180,1.3702,0.03999,0.00199512,0.002213,2026-07-17 05:35:44.120
1556,13,3,27,CC_Chg,90957.1,240,1.54938,0.03968,0.00265957,0.00318829,2026-07-17 05:36:44.120
1557,13,3,27,CC_Chg,91017.1,300,1.52876,0.03999,0.00332379,0.00420861,2026-07-17 05:37:44.120
1558,13,3,27,CC_Chg,91077.1,360,1.52737,0.03968,0.00398898,0.00522492,2026-07-17 05:38:44.120
1559,13,3,27,CC_Chg,91137.1,420,1.52737,0.03999,0.00465351,0.00623994,2026-07-17 05:39:44.120
1560,13,3,27,CC_Chg,91197.1,480,1.52753,0.03999,0.005318,0.00725503,2026-07-17 05:40:44.120
1561,13,3,27,CC_Chg,91257.1,540,1.5283,0.03999,0.00598269,0.00827068,2026-07-17 05:41:44.120
1562,13,3,27,CC_Chg,91317.1,600,1.52861,0.03968,0.00664737,0.00928662,2026-07-17 05:42:44.120
1563,13,3,27,CC_Chg,91377.1,660,1.52892,0.03968,0.00731206,0.0103027,2026-07-17 05:43:44.120
1564,13,3,27,CC_Chg,91437.1,720,1.52892,0.03999,0.00797721,0.0113198,2026-07-17 05:44:44.120
1565,13,3,27,CC_Chg,91497.1,780,1.5297,0.03968,0.00864194,0.0123364,2026-07-17 05:45:44.120
1566,13,3,27,CC_Chg,91557.1,840,1.53001,0.03968,0.00930655,0.0133532,2026-07-17 05:46:44.120
1567,13,3,27,CC_Chg,91617.1,900,1.53032,0.03968,0.0099712,0.0143702,2026-07-17 05:47:44.120
1568,13,3,27,CC_Chg,91677.1,960,1.53124,0.03999,0.0106359,0.0153878,2026-07-17 05:48:44.120
1569,13,3,27,CC_Chg,91737.1,1020,1.53202,0.03999,0.0113008,0.0164061,2026-07-17 05:49:44.120
1570,13,3,27,CC_Chg,91797.1,1080,1.5331,0.03999,0.0119654,0.0174248,2026-07-17 05:50:44.120
1571,13,3,27,CC_Chg,91857.1,1140,1.53435,0.03968,0.0126304,0.0184448,2026-07-17 05:51:44.120
1572,13,3,27,CC_Chg,91917.1,1200,1.53574,0.03999,0.0132952,0.0194653,2026-07-17 05:52:44.120
1573,13,3,27,CC_Chg,91977.1,1260,1.53807,0.03999,0.0139599,0.0204869,2026-07-17 05:53:44.120
1574,13,3,27,CC_Chg,92037.1,1320,1.54086,0.03968,0.0146246,0.0215102,2026-07-17 05:54:44.120
1575,13,3,27,CC_Chg,92097.1,1380,1.54473,0.03968,0.0152892,0.0225355,2026-07-17 05:55:44.120
1576,13,3,27,CC_Chg,92157.1,1440,1.54923,0.03968,0.0159538,0.0235634,2026-07-17 05:56:44.120
1577,13,3,27,CC_Chg,92217.1,1500,1.55418,0.03999,0.0166186,0.0245951,2026-07-17 05:57:44.120
1578,13,3,27,CC_Chg,92277.1,1560,1.55915,0.03999,0.0172834,0.0256299,2026-07-17 05:58:44.120
1579,13,3,27,CC_Chg,92337.1,1620,1.56411,0.03968,0.0179478,0.0266677,2026-07-17 05:59:44.120
1580,13,3,27,CC_Chg,92397.1,1680,1.56751,0.03999,0.0186125,0.0277086,2026-07-17 06:00:44.120
1581,13,3,27,CC_Chg,92457.1,1740,1.57031,0.03999,0.0192773,0.0287518,2026-07-17 06:01:44.120
1582,13,3,27,CC_Chg,92517.1,1800,1.57279,0.03999,0.0199419,0.0297964,2026-07-17 06:02:44.120
1583,13,3,27,CC_Chg,92577.1,1860,1.57496,0.03968,0.020606,0.0308417,2026-07-17 06:03:44.120
